Unnamed: 0,ID,Name,Age,Photo,Nationality,Overall,Potential,Club,Club Logo,Value,Wage,Special,ClasificacionOverall
34,199556,M. Verratti,24,https://cdn.sofifa.org/48/18/players/199556.png,Italy,87,91,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,64500.0,130.0,2154,Alto nivel
35,195864,P. Pogba,24,https://cdn.sofifa.org/48/18/players/195864.png,France,87,92,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,66500.0,195.0,2238,Alto nivel
36,190460,C. Eriksen,25,https://cdn.sofifa.org/48/18/players/190460.png,Denmark,87,91,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,65000.0,165.0,2064,Alto nivel
37,181872,A. Vidal,30,https://cdn.sofifa.org/48/18/players/181872.png,Chile,87,87,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,37500.0,160.0,2278,Alto nivel
38,179813,E. Cavani,30,https://cdn.sofifa.org/48/18/players/179813.png,Uruguay,87,87,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,48500.0,160.0,2097,Alto nivel
39,176676,Marcelo,29,https://cdn.sofifa.org/48/18/players/176676.png,Brazil,87,87,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,38000.0,250.0,2209,Alto nivel
40,171877,M. Hamšík,29,https://cdn.sofifa.org/48/18/players/171877.png,Slovakia,87,87,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,48500.0,130.0,2184,Alto nivel
41,168651,I. Rakitić,29,https://cdn.sofifa.org/48/18/players/168651.png,Croatia,87,87,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,48500.0,275.0,2129,Alto nivel
42,168542,David Silva,31,https://cdn.sofifa.org/48/18/players/168542.png,Spain,87,87,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,44000.0,220.0,1977,Alto nivel
43,162835,S. Handanovič,32,https://cdn.sofifa.org/48/18/players/162835.png,Slovenia,87,87,Inter,https://cdn.sofifa.org/24/18/teams/44.png,29000.0,91.0,1264,Alto nivel
44,152729,Piqué,30,https://cdn.sofifa.org/48/18/players/152729.png,Spain,87,87,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,37500.0,240.0,1974,Alto nivel
45,41,Iniesta,33,https://cdn.sofifa.org/48/18/players/41.png,Spain,87,87,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,29500.0,260.0,2073,Alto nivel
46,202126,H. Kane,23,https://cdn.sofifa.org/48/18/players/202126.png,England,86,90,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,59000.0,165.0,2057,Alto nivel
47,198710,J. Rodríguez,25,https://cdn.sofifa.org/48/18/players/198710.png,Colombia,86,89,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,56000.0,250.0,2118,Alto nivel
48,197781,Isco,25,https://cdn.sofifa.org/48/18/players/197781.png,Spain,86,90,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,56500.0,250.0,2105,Alto nivel
49,197445,D. Alaba,25,https://cdn.sofifa.org/48/18/players/197445.png,Austria,86,88,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,44500.0,150.0,2278,Alto nivel
50,192505,R. Lukaku,24,https://cdn.sofifa.org/48/18/players/192505.png,Belgium,86,90,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,59000.0,210.0,1997,Alto nivel
51,191043,Alex Sandro,26,https://cdn.sofifa.org/48/18/players/191043.png,Brazil,86,88,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,44000.0,175.0,2207,Alto nivel
52,189596,T. Müller,27,https://cdn.sofifa.org/48/18/players/189596.png,Germany,86,86,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,47500.0,190.0,2078,Alto nivel
53,189511,Sergio Busquets,28,https://cdn.sofifa.org/48/18/players/189511.png,Spain,86,86,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,36000.0,250.0,1998,Alto nivel
54,189242,Coutinho,25,https://cdn.sofifa.org/48/18/players/189242.png,Brazil,86,89,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,56000.0,205.0,2049,Alto nivel
55,188350,M. Reus,28,https://cdn.sofifa.org/48/18/players/188350.png,Germany,86,86,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,45000.0,120.0,2157,Alto nivel
56,184087,T. Alderweireld,28,https://cdn.sofifa.org/48/18/players/184087.png,Belgium,86,87,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,40500.0,165.0,2047,Alto nivel
57,179944,David Luiz,30,https://cdn.sofifa.org/48/18/players/179944.png,Brazil,86,86,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,33000.0,190.0,2123,Alto nivel
58,179844,Diego Costa,28,https://cdn.sofifa.org/48/18/players/179844.png,Spain,86,86,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,46000.0,235.0,1984,Alto nivel
59,178518,R. Nainggolan,29,https://cdn.sofifa.org/48/18/players/178518.png,Belgium,86,86,Roma,https://cdn.sofifa.org/24/18/teams/52.png,42500.0,130.0,2286,Alto nivel
60,177610,Javi Martínez,28,https://cdn.sofifa.org/48/18/players/177610.png,Spain,86,86,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,36000.0,165.0,1973,Alto nivel
61,175943,D. Mertens,30,https://cdn.sofifa.org/48/18/players/175943.png,Belgium,86,86,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,43000.0,135.0,2035,Alto nivel
62,172879,Sokratis,29,https://cdn.sofifa.org/48/18/players/172879.png,Greece,86,86,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,34500.0,110.0,1885,Alto nivel
63,168609,Miranda,32,https://cdn.sofifa.org/48/18/players/168609.png,Brazil,86,86,Inter,https://cdn.sofifa.org/24/18/teams/44.png,25500.0,115.0,1890,Alto nivel
64,165153,K. Benzema,29,https://cdn.sofifa.org/48/18/players/165153.png,France,86,86,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,44500.0,295.0,1950,Alto nivel
65,162895,Cesc Fàbregas,30,https://cdn.sofifa.org/48/18/players/162895.png,Spain,86,86,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,41000.0,210.0,2118,Alto nivel
66,156616,F. Ribéry,34,https://cdn.sofifa.org/48/18/players/156616.png,France,86,86,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,22500.0,175.0,1965,Alto nivel
67,120533,Pepe,34,https://cdn.sofifa.org/48/18/players/120533.png,Portugal,86,86,Beşiktaş JK,https://cdn.sofifa.org/24/18/teams/327.png,13500.0,94.0,1839,Alto nivel
68,48940,P. Čech,35,https://cdn.sofifa.org/48/18/players/48940.png,Czech Republic,86,86,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,10500.0,92.0,1206,Alto nivel
69,208418,Y. Carrasco,23,https://cdn.sofifa.org/48/18/players/208418.png,Belgium,85,90,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,51500.0,77.0,1991,Alto nivel
70,201535,R. Varane,24,https://cdn.sofifa.org/48/18/players/201535.png,France,85,92,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,46500.0,175.0,1875,Alto nivel
71,200145,Casemiro,25,https://cdn.sofifa.org/48/18/players/200145.png,Brazil,85,89,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,42000.0,195.0,2138,Alto nivel
72,198219,L. Insigne,26,https://cdn.sofifa.org/48/18/players/198219.png,Italy,85,86,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,45000.0,115.0,1949,Alto nivel
73,193301,A. Lacazette,26,https://cdn.sofifa.org/48/18/players/193301.png,France,85,88,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,48500.0,180.0,2063,Alto nivel
74,193041,K. Navas,30,https://cdn.sofifa.org/48/18/players/193041.png,Costa Rica,85,85,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,24500.0,165.0,1301,Alto nivel
75,192883,H. Mkhitaryan,28,https://cdn.sofifa.org/48/18/players/192883.png,Armenia,85,85,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,39000.0,195.0,2148,Alto nivel
76,192593,D. Subašić,32,https://cdn.sofifa.org/48/18/players/192593.png,Croatia,85,85,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,22000.0,46.0,1305,Alto nivel
77,192563,B. Leno,25,https://cdn.sofifa.org/48/18/players/192563.png,Germany,85,88,Bayer 04 Leverkusen,https://cdn.sofifa.org/24/18/teams/32.png,34000.0,61.0,1247,Alto nivel
78,192448,M. ter Stegen,25,https://cdn.sofifa.org/48/18/players/192448.png,Germany,85,89,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,35500.0,155.0,1274,Alto nivel
79,190547,K. Glik,29,https://cdn.sofifa.org/48/18/players/190547.png,Poland,85,85,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,30000.0,60.0,1612,Alto nivel
80,189332,Jordi Alba,28,https://cdn.sofifa.org/48/18/players/189332.png,Spain,85,85,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,30500.0,215.0,2206,Alto nivel
81,186942,I. Gündoğan,26,https://cdn.sofifa.org/48/18/players/186942.png,Germany,85,87,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,46000.0,190.0,2148,Alto nivel
82,184432,Azpilicueta,27,https://cdn.sofifa.org/48/18/players/184432.png,Spain,85,87,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,37500.0,160.0,2099,Alto nivel
83,183898,A. Di María,29,https://cdn.sofifa.org/48/18/players/183898.png,Argentina,85,85,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,37500.0,145.0,2115,Alto nivel
84,180206,M. Pjanić,27,https://cdn.sofifa.org/48/18/players/180206.png,Bosnia Herzegovina,85,86,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,43500.0,160.0,2172,Alto nivel
85,173210,C. Marchisio,31,https://cdn.sofifa.org/48/18/players/173210.png,Italy,85,85,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,33000.0,160.0,2210,Alto nivel
86,172871,J. Vertonghen,30,https://cdn.sofifa.org/48/18/players/172871.png,Belgium,85,85,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,28500.0,130.0,2079,Alto nivel
87,170890,B. Matuidi,30,https://cdn.sofifa.org/48/18/players/170890.png,France,85,85,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,28500.0,145.0,2172,Alto nivel
88,167628,S. Ruffier,30,https://cdn.sofifa.org/48/18/players/167628.png,France,85,85,AS Saint-Étienne,https://cdn.sofifa.org/24/18/teams/1819.png,24500.0,49.0,1257,Alto nivel
89,164169,Filipe Luís,31,https://cdn.sofifa.org/48/18/players/164169.png,Brazil,85,85,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,25000.0,81.0,2134,Alto nivel
90,139720,V. Kompany,31,https://cdn.sofifa.org/48/18/players/139720.png,Belgium,85,85,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,26000.0,170.0,1913,Alto nivel
91,137186,A. Barzagli,36,https://cdn.sofifa.org/48/18/players/137186.png,Italy,85,85,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,5000.0,105.0,1750,Alto nivel
92,225508,E. Bailly,23,https://cdn.sofifa.org/48/18/players/225508.png,Ivory Coast,84,89,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,35500.0,150.0,1890,Alto nivel
93,220834,Marco Asensio,21,https://cdn.sofifa.org/48/18/players/220834.png,Spain,84,92,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,46000.0,175.0,1998,Alto nivel
94,218667,Bernardo Silva,22,https://cdn.sofifa.org/48/18/players/218667.png,Portugal,84,91,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,43500.0,165.0,2012,Alto nivel
95,212218,A. Laporte,23,https://cdn.sofifa.org/48/18/players/212218.png,France,84,89,Athletic Club de Bilbao,https://cdn.sofifa.org/24/18/teams/448.png,35500.0,36.0,1919,Alto nivel
96,211117,D. Alli,21,https://cdn.sofifa.org/48/18/players/211117.png,England,84,90,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,43000.0,115.0,2122,Alto nivel
97,208722,S. Mané,25,https://cdn.sofifa.org/48/18/players/208722.png,Senegal,84,87,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,39000.0,175.0,2046,Alto nivel
98,204963,Carvajal,25,https://cdn.sofifa.org/48/18/players/204963.png,Spain,84,87,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,32000.0,195.0,2039,Alto nivel
99,202166,J. Draxler,23,https://cdn.sofifa.org/48/18/players/202166.png,Germany,84,87,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,39500.0,120.0,2017,Alto nivel
100,201399,M. Icardi,24,https://cdn.sofifa.org/48/18/players/201399.png,Argentina,84,89,Inter,https://cdn.sofifa.org/24/18/teams/44.png,42000.0,105.0,1866,Alto nivel
101,201153,Morata,24,https://cdn.sofifa.org/48/18/players/201153.png,Spain,84,88,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,41000.0,170.0,1862,Alto nivel
102,201024,K. Koulibaly,26,https://cdn.sofifa.org/48/18/players/201024.png,Senegal,84,87,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,32500.0,96.0,1610,Alto nivel
103,200316,T. Horn,24,https://cdn.sofifa.org/48/18/players/200316.png,Germany,84,90,1. FC Köln,https://cdn.sofifa.org/24/18/teams/31.png,31000.0,39.0,1260,Alto nivel
104,193747,Koke,25,https://cdn.sofifa.org/48/18/players/193747.png,Spain,84,88,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,39500.0,84.0,2129,Alto nivel
105,192774,K. Manolas,26,https://cdn.sofifa.org/48/18/players/192774.png,Greece,84,86,Roma,https://cdn.sofifa.org/24/18/teams/52.png,31500.0,96.0,1638,Alto nivel
106,192227,S. Mustafi,25,https://cdn.sofifa.org/48/18/players/192227.png,Germany,84,86,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,31500.0,145.0,1942,Alto nivel
107,191740,Ander Herrera,27,https://cdn.sofifa.org/48/18/players/191740.png,Spain,84,84,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,32000.0,190.0,2213,Alto nivel
108,189712,K. Strootman,27,https://cdn.sofifa.org/48/18/players/189712.png,Netherlands,84,85,Roma,https://cdn.sofifa.org/24/18/teams/52.png,35000.0,105.0,2165,Alto nivel
109,189505,Pedro,29,https://cdn.sofifa.org/48/18/players/189505.png,Spain,84,84,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,30500.0,200.0,1987,Alto nivel
110,189117,R. Bürki,26,https://cdn.sofifa.org/48/18/players/189117.png,Switzerland,84,86,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,26000.0,69.0,1257,Alto nivel
111,184120,Bruno,33,https://cdn.sofifa.org/48/18/players/184120.png,Spain,84,84,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,18500.0,59.0,2059,Alto nivel
112,181458,I. Perišić,28,https://cdn.sofifa.org/48/18/players/181458.png,Croatia,84,84,Inter,https://cdn.sofifa.org/24/18/teams/44.png,31500.0,110.0,2078,Alto nivel
113,180930,E. Džeko,31,https://cdn.sofifa.org/48/18/players/180930.png,Bosnia Herzegovina,84,84,Roma,https://cdn.sofifa.org/24/18/teams/52.png,28000.0,115.0,1861,Alto nivel
114,180403,Willian,28,https://cdn.sofifa.org/48/18/players/180403.png,Brazil,84,84,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,31500.0,200.0,2061,Alto nivel
115,179846,S. Khedira,30,https://cdn.sofifa.org/48/18/players/179846.png,Germany,84,84,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,29000.0,160.0,2157,Alto nivel
116,179783,R. Fährmann,28,https://cdn.sofifa.org/48/18/players/179783.png,Germany,84,85,FC Schalke 04,https://cdn.sofifa.org/24/18/teams/34.png,25000.0,54.0,1190,Alto nivel
117,178750,Sergio Asenjo,28,https://cdn.sofifa.org/48/18/players/178750.png,Spain,84,85,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,25000.0,46.0,1341,Alto nivel
118,178088,Juan Mata,29,https://cdn.sofifa.org/48/18/players/178088.png,Spain,84,84,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,30500.0,195.0,1982,Alto nivel
119,177509,M. Benatia,30,https://cdn.sofifa.org/48/18/players/177509.png,Morocco,84,84,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,23000.0,145.0,1764,Alto nivel
120,177388,D. Payet,30,https://cdn.sofifa.org/48/18/players/177388.png,France,84,84,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,29500.0,60.0,2076,Alto nivel
121,167397,Falcao,31,https://cdn.sofifa.org/48/18/players/167397.png,Colombia,84,84,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,28000.0,68.0,2010,Alto nivel
122,165229,L. Koscielny,31,https://cdn.sofifa.org/48/18/players/165229.png,France,84,84,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,21000.0,150.0,1866,Alto nivel
123,164468,G. Cahill,31,https://cdn.sofifa.org/48/18/players/164468.png,England,84,84,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,21000.0,160.0,1839,Alto nivel
124,146530,Dani Alves,34,https://cdn.sofifa.org/48/18/players/146530.png,Brazil,84,84,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,9000.0,115.0,2208,Alto nivel
125,143076,A. Gómez,29,https://cdn.sofifa.org/48/18/players/143076.png,Argentina,84,84,Atalanta,https://cdn.sofifa.org/24/18/teams/39.png,31000.0,60.0,2013,Alto nivel
126,106231,Aduriz,36,https://cdn.sofifa.org/48/18/players/106231.png,Spain,84,84,Athletic Club de Bilbao,https://cdn.sofifa.org/24/18/teams/448.png,11000.0,38.0,1987,Alto nivel
127,231747,K. Mbappé,18,https://cdn.sofifa.org/48/18/players/231747.png,France,83,94,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,41500.0,31.0,2050,Alto nivel
128,231443,O. Dembélé,20,https://cdn.sofifa.org/48/18/players/231443.png,France,83,92,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,40000.0,150.0,1969,Alto nivel
129,220971,N. Keïta,22,https://cdn.sofifa.org/48/18/players/220971.png,Guinea,83,88,RB Leipzig,https://cdn.sofifa.org/24/18/teams/112172.png,34000.0,68.0,2055,Alto nivel
130,216460,J. Giménez,22,https://cdn.sofifa.org/48/18/players/216460.png,Uruguay,83,87,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,28500.0,53.0,1760,Alto nivel
131,215316,G. Rulli,25,https://cdn.sofifa.org/48/18/players/215316.png,Argentina,83,89,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,25500.0,28.0,1284,Alto nivel
132,213565,T. Lemar,21,https://cdn.sofifa.org/48/18/players/213565.png,France,83,91,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,38500.0,37.0,2171,Alto nivel
133,212814,João Mário,24,https://cdn.sofifa.org/48/18/players/212814.png,Portugal,83,88,Inter,https://cdn.sofifa.org/24/18/teams/44.png,34000.0,70.0,2098,Alto nivel
134,212190,N. Süle,21,https://cdn.sofifa.org/48/18/players/212190.png,Germany,83,89,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,30500.0,78.0,1630,Alto nivel
135,210257,Ederson,23,https://cdn.sofifa.org/48/18/players/210257.png,Brazil,83,89,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,26000.0,87.0,1320,Alto nivel
136,209499,Fabinho,23,https://cdn.sofifa.org/48/18/players/209499.png,Brazil,83,88,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,29500.0,37.0,2114,Alto nivel
137,209331,M. Salah,25,https://cdn.sofifa.org/48/18/players/209331.png,Egypt,83,86,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,32500.0,135.0,2032,Alto nivel
138,208596,A. Belotti,23,https://cdn.sofifa.org/48/18/players/208596.png,Italy,83,90,Torino,https://cdn.sofifa.org/24/18/teams/54.png,37000.0,58.0,1935,Alto nivel
139,208448,E. Forsberg,25,https://cdn.sofifa.org/48/18/players/208448.png,Sweden,83,85,RB Leipzig,https://cdn.sofifa.org/24/18/teams/112172.png,31500.0,75.0,1949,Alto nivel
140,207865,Marquinhos,23,https://cdn.sofifa.org/48/18/players/207865.png,Brazil,83,89,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,30500.0,75.0,1869,Alto nivel
141,207566,William Carvalho,25,https://cdn.sofifa.org/48/18/players/207566.png,Portugal,83,86,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,27500.0,21.0,1967,Alto nivel
